Five-Year Age Groups Code	Race Code	Hispanic Origin Code	State Code	Gender	UCD - ICD-10 113 Cause List	UCD - ICD-10 113 Cause List Code	Deaths	Population
45-49	2054-5	2186-2	24	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	22	59723
45-49	2054-5	2186-2	26	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	22	42011
45-49	2054-5	2186-2	29	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	12	20286
45-49	2054-5	2186-2	34	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	12	40043
45-49	2054-5	2186-2	47	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	13	32160
45-49	2054-5	2186-2	48	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	21	102408
45-49	2106-3	2135-2	6	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	39	457821
45-49	2106-3	2135-2	48	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	25	305785
45-49	2106-3	2186-2	4	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	11	120374
45-49	2106-3	2186-2	6	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	36	522968
45-49	2106-3	2186-2	12	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	21	353134
45-49	2106-3	2186-2	13	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	11	195399
45-49	2106-3	2186-2	17	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	10	269687
45-49	2106-3	2186-2	29	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	11	153005
45-49	2106-3	2186-2	37	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	12	223007
45-49	2106-3	2186-2	39	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	13	309302
45-49	2106-3	2186-2	40	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	12	82082
45-49	2106-3	2186-2	48	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	32	394261
50-54	2054-5	2186-2	1	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	10	38772
50-54	2054-5	2186-2	6	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	30	86698
50-54	2054-5	2186-2	12	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	12	96888
50-54	2054-5	2186-2	13	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	16	98196
50-54	2054-5	2186-2	17	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	12	56840
50-54	2054-5	2186-2	22	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	17	44044
50-54	2054-5	2186-2	24	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	14	61968
50-54	2054-5	2186-2	26	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	15	41625
50-54	2054-5	2186-2	28	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	10	31985
50-54	2054-5	2186-2	29	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	11	21939
50-54	2054-5	2186-2	36	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	17	98387
50-54	2054-5	2186-2	37	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	18	68802
50-54	2054-5	2186-2	39	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	11	44775
50-54	2054-5	2186-2	42	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	19	44167
50-54	2054-5	2186-2	48	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	21	103575
50-54	2106-3	2135-2	6	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	34	388542
50-54	2106-3	2135-2	12	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	10	155748
50-54	2106-3	2135-2	48	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	25	269965
50-54	2106-3	2186-2	1	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	19	118442
50-54	2106-3	2186-2	6	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	30	604522
50-54	2106-3	2186-2	12	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	24	418133
50-54	2106-3	2186-2	13	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	13	209367
50-54	2106-3	2186-2	21	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	12	137427
50-54	2106-3	2186-2	29	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	11	180127
50-54	2106-3	2186-2	37	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	14	237733
50-54	2106-3	2186-2	39	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	11	343962
50-54	2106-3	2186-2	42	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	10	379681
50-54	2106-3	2186-2	45	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	13	112279
50-54	2106-3	2186-2	47	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	11	179138
50-54	2106-3	2186-2	48	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	29	442624
50-54	2106-3	2186-2	53	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	14	189184
55-59	2054-5	2186-2	1	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	12	38530
55-59	2054-5	2186-2	6	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	17	80039
55-59	2054-5	2186-2	13	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	11	86951
55-59	2054-5	2186-2	17	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	14	54419
55-59	2054-5	2186-2	22	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	10	43737
55-59	2054-5	2186-2	26	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	14	41185
55-59	2054-5	2186-2	39	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	13	44262
55-59	2054-5	2186-2	48	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	18	94299
55-59	2106-3	2135-2	6	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	17	309478
55-59	2106-3	2135-2	48	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	17	220468
55-59	2106-3	2186-2	6	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	26	624700
55-59	2106-3	2186-2	12	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	14	428206
55-59	2106-3	2186-2	18	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	10	195429
55-59	2106-3	2186-2	21	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	13	134895
55-59	2106-3	2186-2	39	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	12	355039
55-59	2106-3	2186-2	48	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	21	451978
55-59	2106-3	2186-2	53	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	11	194980
60-64	2054-5	2186-2	6	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	11	60476
60-64	2054-5	2186-2	12	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	10	69344
60-64	2054-5	2186-2	39	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	10	35103
60-64	2054-5	2186-2	48	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	12	70894
60-64	2106-3	2186-2	6	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	15	558030
60-64	2106-3	2186-2	12	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	16	408085
60-64	2106-3	2186-2	39	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	10	313137
60-64	2106-3	2186-2	48	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	14	396260
65-69	2106-3	2186-2	6	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	16	484895
65-69	2106-3	2186-2	12	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	11	422282
65-69	2106-3	2186-2	13	M	"Assault (homicide) (U01-U02,X85-Y09,Y87.1)"	GR113-127	11	157322
65-69	2106-3	2186-2	20	F	Atherosclerosis (I70)	GR113-071	13	63139
70-74	2106-3	2186-2	6	F	Atherosclerosis (I70)	GR113-071	19	383312
70-74	2106-3	2186-2	12	F	Atherosclerosis (I70)	GR113-071	11	383667
75-79	2106-3	2135-2	6	F	Atherosclerosis (I70)	GR113-071	10	91927
75-79	2106-3	2186-2	6	F	Atherosclerosis (I70)	GR113-071	25	277314
75-79	2106-3	2186-2	12	F	Atherosclerosis (I70)	GR113-071	20	283508
75-79	2106-3	2186-2	13	F	Atherosclerosis (I70)	GR113-071	11	89279
75-79	2106-3	2186-2	20	F	Atherosclerosis (I70)	GR113-071	19	35932
75-79	2106-3	2186-2	26	F	Atherosclerosis (I70)	GR113-071	10	124604
75-79	2106-3	2186-2	36	F	Atherosclerosis (I70)	GR113-071	22	193672
75-79	2106-3	2186-2	37	F	Atherosclerosis (I70)	GR113-071	10	115002
80-84	2106-3	2186-2	1	F	Atherosclerosis (I70)	GR113-071	11	44142
80-84	2106-3	2186-2	6	F	Atherosclerosis (I70)	GR113-071	50	213476
80-84	2106-3	2186-2	12	F	Atherosclerosis (I70)	GR113-071	37	210764
80-84	2106-3	2186-2	17	F	Atherosclerosis (I70)	GR113-071	13	105535
80-84	2106-3	2186-2	20	F	Atherosclerosis (I70)	GR113-071	41	29557
80-84	2106-3	2186-2	26	F	Atherosclerosis (I70)	GR113-071	30	96180
80-84	2106-3	2186-2	34	F	Atherosclerosis (I70)	GR113-071	11	76702
80-84	2106-3	2186-2	36	F	Atherosclerosis (I70)	GR113-071	17	158062
80-84	2106-3	2186-2	39	F	Atherosclerosis (I70)	GR113-071	18	121025
80-84	2106-3	2186-2	42	F	Atherosclerosis (I70)	GR113-071	14	151557
80-84	2106-3	2186-2	55	F	Atherosclerosis (I70)	GR113-071	21	61960
85-89	2054-5	2186-2	24	F	Atherosclerosis (I70)	GR113-071	10	Not Applicable
85-89	2106-3	2135-2	6	F	Atherosclerosis (I70)	GR113-071	13	Not Applicable
85-89	2106-3	2186-2	4	F	Atherosclerosis (I70)	GR113-071	11	Not Applicable
85-89	2106-3	2186-2	6	F	Atherosclerosis (I70)	GR113-071	73	Not Applicable
85-89	2106-3	2186-2	8	F	Atherosclerosis (I70)	GR113-071	17	Not Applicable
85-89	2106-3	2186-2	12	F	Atherosclerosis (I70)	GR113-071	36	Not Applicable
85-89	2106-3	2186-2	17	F	Atherosclerosis (I70)	GR113-071	28	Not Applicable
85-89	2106-3	2186-2	18	F	Atherosclerosis (I70)	GR113-071	11	Not Applicable
85-89	2106-3	2186-2	20	F	Atherosclerosis (I70)	GR113-071	62	Not Applicable
85-89	2106-3	2186-2	21	F	Atherosclerosis (I70)	GR113-071	11	Not Applicable
85-89	2106-3	2186-2	24	F	Atherosclerosis (I70)	GR113-071	16	Not Applicable
85-89	2106-3	2186-2	25	F	Atherosclerosis (I70)	GR113-071	21	Not Applicable
85-89	2106-3	2186-2	26	F	Atherosclerosis (I70)	GR113-071	41	Not Applicable
85-89	2106-3	2186-2	29	F	Atherosclerosis (I70)	GR113-071	20	Not Applicable
85-89	2106-3	2186-2	32	F	Atherosclerosis (I70)	GR113-071	13	Not Applicable
85-89	2106-3	2186-2	34	F	Atherosclerosis (I70)	GR113-071	17	Not Applicable
85-89	2106-3	2186-2	36	F	Atherosclerosis (I70)	GR113-071	38	Not Applicable
85-89	2106-3	2186-2	37	F	Atherosclerosis (I70)	GR113-071	12	Not Applicable
85-89	2106-3	2186-2	39	F	Atherosclerosis (I70)	GR113-071	33	Not Applicable
85-89	2106-3	2186-2	42	F	Atherosclerosis (I70)	GR113-071	28	Not Applicable
85-89	2106-3	2186-2	48	F	Atherosclerosis (I70)	GR113-071	11	Not Applicable
85-89	2106-3	2186-2	54	F	Atherosclerosis (I70)	GR113-071	12	Not Applicable
85-89	2106-3	2186-2	55	F	Atherosclerosis (I70)	GR113-071	23	Not Applicable
90-94	A-PI	2186-2	6	F	Atherosclerosis (I70)	GR113-071	11	Not Applicable
90-94	2106-3	2135-2	6	F	Atherosclerosis (I70)	GR113-071	11	Not Applicable
90-94	2106-3	2186-2	4	F	Atherosclerosis (I70)	GR113-071	10	Not Applicable
90-94	2106-3	2186-2	6	F	Atherosclerosis (I70)	GR113-071	91	Not Applicable
90-94	2106-3	2186-2	8	F	Atherosclerosis (I70)	GR113-071	22	Not Applicable
90-94	2106-3	2186-2	9	F	Atherosclerosis (I70)	GR113-071	15	Not Applicable
90-94	2106-3	2186-2	12	F	Atherosclerosis (I70)	GR113-071	51	Not Applicable
90-94	2106-3	2186-2	13	F	Atherosclerosis (I70)	GR113-071	12	Not Applicable
90-94	2106-3	2186-2	17	F	Atherosclerosis (I70)	GR113-071	43	Not Applicable
90-94	2106-3	2186-2	18	F	Atherosclerosis (I70)	GR113-071	10	Not Applicable
90-94	2106-3	2186-2	20	F	Atherosclerosis (I70)	GR113-071	76	Not Applicable
90-94	2106-3	2186-2	21	F	Atherosclerosis (I70)	GR113-071	19	Not Applicable
90-94	2106-3	2186-2	24	F	Atherosclerosis (I70)	GR113-071	15	Not Applicable
90-94	2106-3	2186-2	25	F	Atherosclerosis (I70)	GR113-071	22	Not Applicable
90-94	2106-3	2186-2	26	F	Atherosclerosis (I70)	GR113-071	45	Not Applicable
90-94	2106-3	2186-2	29	F	Atherosclerosis (I70)	GR113-071	24	Not Applicable
90-94	2106-3	2186-2	32	F	Atherosclerosis (I70)	GR113-071	13	Not Applicable
90-94	2106-3	2186-2	34	F	Atherosclerosis (I70)	GR113-071	13	Not Applicable
90-94	2106-3	2186-2	36	F	Atherosclerosis (I70)	GR113-071	47	Not Applicable
90-94	2106-3	2186-2	37	F	Atherosclerosis (I70)	GR113-071	11	Not Applicable
90-94	2106-3	2186-2	39	F	Atherosclerosis (I70)	GR113-071	38	Not Applicable
90-94	2106-3	2186-2	42	F	Atherosclerosis (I70)	GR113-071	43	Not Applicable
90-94	2106-3	2186-2	48	F	Atherosclerosis (I70)	GR113-071	15	Not Applicable
90-94	2106-3	2186-2	53	F	Atherosclerosis (I70)	GR113-071	18	Not Applicable
90-94	2106-3	2186-2	54	F	Atherosclerosis (I70)	GR113-071	16	Not Applicable
90-94	2106-3	2186-2	55	F	Atherosclerosis (I70)	GR113-071	23	Not Applicable
95-99	2106-3	2186-2	6	F	Atherosclerosis (I70)	GR113-071	53	Not Applicable
95-99	2106-3	2186-2	8	F	Atherosclerosis (I70)	GR113-071	11	Not Applicable
95-99	2106-3	2186-2	12	F	Atherosclerosis (I70)	GR113-071	27	Not Applicable
95-99	2106-3	2186-2	17	F	Atherosclerosis (I70)	GR113-071	27	Not Applicable
95-99	2106-3	2186-2	20	F	Atherosclerosis (I70)	GR113-071	44	Not Applicable
95-99	2106-3	2186-2	21	F	Atherosclerosis (I70)	GR113-071	10	Not Applicable
95-99	2106-3	2186-2	25	F	Atherosclerosis (I70)	GR113-071	12	Not Applicable
95-99	2106-3	2186-2	26	F	Atherosclerosis (I70)	GR113-071	24	Not Applicable
95-99	2106-3	2186-2	34	F	Atherosclerosis (I70)	GR113-071	19	Not Applicable
95-99	2106-3	2186-2	36	F	Atherosclerosis (I70)	GR113-071	27	Not Applicable
95-99	2106-3	2186-2	39	F	Atherosclerosis (I70)	GR113-071	20	Not Applicable
95-99	2106-3	2186-2	42	F	Atherosclerosis (I70)	GR113-071	17	Not Applicable
95-99	2106-3	2186-2	55	F	Atherosclerosis (I70)	GR113-071	13	Not Applicable
100+	2106-3	2186-2	6	F	Atherosclerosis (I70)	GR113-071	17	Not Applicable
100+	2106-3	2186-2	17	F	Atherosclerosis (I70)	GR113-071	11	Not Applicable
100+	2106-3	2186-2	20	F	Atherosclerosis (I70)	GR113-071	11	Not Applicable
100+	2106-3	2186-2	36	F	Atherosclerosis (I70)	GR113-071	12	Not Applicable
60-64	2106-3	2186-2	12	M	Atherosclerosis (I70)	GR113-071	13	408085
65-69	2106-3	2186-2	6	M	Atherosclerosis (I70)	GR113-071	12	484895
65-69	2106-3	2186-2	12	M	Atherosclerosis (I70)	GR113-071	16	422282
65-69	2106-3	2186-2	36	M	Atherosclerosis (I70)	GR113-071	11	316302
70-74	2106-3	2186-2	6	M	Atherosclerosis (I70)	GR113-071	20	341360
70-74	2106-3	2186-2	12	M	Atherosclerosis (I70)	GR113-071	19	345387
70-74	2106-3	2186-2	20	M	Atherosclerosis (I70)	GR113-071	10	40990
70-74	2106-3	2186-2	36	M	Atherosclerosis (I70)	GR113-071	12	216984
70-74	2106-3	2186-2	39	M	Atherosclerosis (I70)	GR113-071	11	174719
75-79	2106-3	2186-2	6	M	Atherosclerosis (I70)	GR113-071	30	232821
75-79	2106-3	2186-2	12	M	Atherosclerosis (I70)	GR113-071	26	252364
75-79	2106-3	2186-2	13	M	Atherosclerosis (I70)	GR113-071	10	72135
75-79	2106-3	2186-2	17	M	Atherosclerosis (I70)	GR113-071	12	104692
75-79	2106-3	2186-2	20	M	Atherosclerosis (I70)	GR113-071	15	29006
75-79	2106-3	2186-2	36	M	Atherosclerosis (I70)	GR113-071	21	151376
75-79	2106-3	2186-2	39	M	Atherosclerosis (I70)	GR113-071	15	122664
80-84	2106-3	2186-2	6	M	Atherosclerosis (I70)	GR113-071	24	164460
80-84	2106-3	2186-2	8	M	Atherosclerosis (I70)	GR113-071	10	28917
80-84	2106-3	2186-2	12	M	Atherosclerosis (I70)	GR113-071	31	177667
80-84	2106-3	2186-2	17	M	Atherosclerosis (I70)	GR113-071	13	72831
80-84	2106-3	2186-2	20	M	Atherosclerosis (I70)	GR113-071	23	21094
80-84	2106-3	2186-2	26	M	Atherosclerosis (I70)	GR113-071	10	68347
80-84	2106-3	2186-2	36	M	Atherosclerosis (I70)	GR113-071	11	111375
80-84	2106-3	2186-2	39	M	Atherosclerosis (I70)	GR113-071	15	83378
80-84	2106-3	2186-2	42	M	Atherosclerosis (I70)	GR113-071	15	103647
80-84	2106-3	2186-2	53	M	Atherosclerosis (I70)	GR113-071	10	44015
85-89	2106-3	2186-2	6	M	Atherosclerosis (I70)	GR113-071	57	Not Applicable
85-89	2106-3	2186-2	12	M	Atherosclerosis (I70)	GR113-071	36	Not Applicable
85-89	2106-3	2186-2	17	M	Atherosclerosis (I70)	GR113-071	19	Not Applicable
85-89	2106-3	2186-2	20	M	Atherosclerosis (I70)	GR113-071	32	Not Applicable
85-89	2106-3	2186-2	25	M	Atherosclerosis (I70)	GR113-071	14	Not Applicable
85-89	2106-3	2186-2	26	M	Atherosclerosis (I70)	GR113-071	19	Not Applicable
85-89	2106-3	2186-2	36	M	Atherosclerosis (I70)	GR113-071	26	Not Applicable
85-89	2106-3	2186-2	37	M	Atherosclerosis (I70)	GR113-071	11	Not Applicable
85-89	2106-3	2186-2	39	M	Atherosclerosis (I70)	GR113-071	13	Not Applicable
85-89	2106-3	2186-2	42	M	Atherosclerosis (I70)	GR113-071	23	Not Applicable
85-89	2106-3	2186-2	55	M	Atherosclerosis (I70)	GR113-071	18	Not Applicable
90-94	2106-3	2186-2	6	M	Atherosclerosis (I70)	GR113-071	52	Not Applicable
90-94	2106-3	2186-2	12	M	Atherosclerosis (I70)	GR113-071	16	Not Applicable
90-94	2106-3	2186-2	17	M	Atherosclerosis (I70)	GR113-071	14	Not Applicable
90-94	2106-3	2186-2	20	M	Atherosclerosis (I70)	GR113-071	28	Not Applicable
90-94	2106-3	2186-2	24	M	Atherosclerosis (I70)	GR113-071	14	Not Applicable
90-94	2106-3	2186-2	25	M	Atherosclerosis (I70)	GR113-071	12	Not Applicable
90-94	2106-3	2186-2	26	M	Atherosclerosis (I70)	GR113-071	21	Not Applicable
90-94	2106-3	2186-2	29	M	Atherosclerosis (I70)	GR113-071	14	Not Applicable
90-94	2106-3	2186-2	36	M	Atherosclerosis (I70)	GR113-071	18	Not Applicable
90-94	2106-3	2186-2	39	M	Atherosclerosis (I70)	GR113-071	17	Not Applicable
90-94	2106-3	2186-2	42	M	Atherosclerosis (I70)	GR113-071	18	Not Applicable
90-94	2106-3	2186-2	55	M	Atherosclerosis (I70)	GR113-071	12	Not Applicable
95-99	2106-3	2186-2	6	M	Atherosclerosis (I70)	GR113-071	15	Not Applicable
95-99	2106-3	2186-2	17	M	Atherosclerosis (I70)	GR113-071	10	Not Applicable
95-99	2106-3	2186-2	20	M	Atherosclerosis (I70)	GR113-071	11	Not Applicable
95-99	2106-3	2186-2	36	M	Atherosclerosis (I70)	GR113-071	11	Not Applicable
35-39	2054-5	2186-2	48	F	Cerebrovascular diseases (I60-I69)	GR113-070	10	121468
35-39	2106-3	2135-2	6	F	Cerebrovascular diseases (I60-I69)	GR113-070	15	490921
35-39	2106-3	2135-2	48	F	Cerebrovascular diseases (I60-I69)	GR113-070	15	360979
35-39	2106-3	2186-2	6	F	Cerebrovascular diseases (I60-I69)	GR113-070	14	436990
35-39	2106-3	2186-2	39	F	Cerebrovascular diseases (I60-I69)	GR113-070	11	272989
40-44	A-PI	2186-2	6	F	Cerebrovascular diseases (I60-I69)	GR113-070	15	246975
40-44	2054-5	2186-2	12	F	Cerebrovascular diseases (I60-I69)	GR113-070	12	108650
40-44	2054-5	2186-2	13	F	Cerebrovascular diseases (I60-I69)	GR113-070	12	121556
40-44	2054-5	2186-2	48	F	Cerebrovascular diseases (I60-I69)	GR113-070	15	118391
40-44	2106-3	2135-2	6	F	Cerebrovascular diseases (I60-I69)	GR113-070	21	481849
40-44	2106-3	2135-2	48	F	Cerebrovascular diseases (I60-I69)	GR113-070	14	350625
40-44	2106-3	2186-2	6	F	Cerebrovascular diseases (I60-I69)	GR113-070	10	436290
40-44	2106-3	2186-2	12	F	Cerebrovascular diseases (I60-I69)	GR113-070	11	303979
40-44	2106-3	2186-2	26	F	Cerebrovascular diseases (I60-I69)	GR113-070	10	221683
40-44	2106-3	2186-2	29	F	Cerebrovascular diseases (I60-I69)	GR113-070	11	144246
40-44	2106-3	2186-2	36	F	Cerebrovascular diseases (I60-I69)	GR113-070	11	326137
40-44	2106-3	2186-2	39	F	Cerebrovascular diseases (I60-I69)	GR113-070	13	284332
40-44	2106-3	2186-2	47	F	Cerebrovascular diseases (I60-I69)	GR113-070	12	160256
40-44	2106-3	2186-2	48	F	Cerebrovascular diseases (I60-I69)	GR113-070	15	372326
45-49	A-PI	2186-2	6	F	Cerebrovascular diseases (I60-I69)	GR113-070	14	228659
45-49	2054-5	2186-2	1	F	Cerebrovascular diseases (I60-I69)	GR113-070	15	42992
45-49	2054-5	2186-2	6	F	Cerebrovascular diseases (I60-I69)	GR113-070	13	81645
45-49	2054-5	2186-2	12	F	Cerebrovascular diseases (I60-I69)	GR113-070	15	104850
45-49	2054-5	2186-2	13	F	Cerebrovascular diseases (I60-I69)	GR113-070	32	116987
45-49	2054-5	2186-2	24	F	Cerebrovascular diseases (I60-I69)	GR113-070	13	70943
45-49	2054-5	2186-2	26	F	Cerebrovascular diseases (I60-I69)	GR113-070	11	48287
45-49	2054-5	2186-2	37	F	Cerebrovascular diseases (I60-I69)	GR113-070	16	79208
45-49	2054-5	2186-2	39	F	Cerebrovascular diseases (I60-I69)	GR113-070	11	46011
45-49	2054-5	2186-2	45	F	Cerebrovascular diseases (I60-I69)	GR113-070	18	45521
45-49	2054-5	2186-2	48	F	Cerebrovascular diseases (I60-I69)	GR113-070	15	112049
45-49	2106-3	2135-2	6	F	Cerebrovascular diseases (I60-I69)	GR113-070	24	439970
45-49	2106-3	2135-2	12	F	Cerebrovascular diseases (I60-I69)	GR113-070	11	167910
45-49	2106-3	2135-2	48	F	Cerebrovascular diseases (I60-I69)	GR113-070	34	304501
45-49	2106-3	2186-2	1	F	Cerebrovascular diseases (I60-I69)	GR113-070	11	107101
45-49	2106-3	2186-2	6	F	Cerebrovascular diseases (I60-I69)	GR113-070	29	505211
45-49	2106-3	2186-2	12	F	Cerebrovascular diseases (I60-I69)	GR113-070	22	352526
45-49	2106-3	2186-2	13	F	Cerebrovascular diseases (I60-I69)	GR113-070	17	195195
45-49	2106-3	2186-2	17	F	Cerebrovascular diseases (I60-I69)	GR113-070	15	270525
45-49	2106-3	2186-2	18	F	Cerebrovascular diseases (I60-I69)	GR113-070	12	173455
45-49	2106-3	2186-2	21	F	Cerebrovascular diseases (I60-I69)	GR113-070	14	127579
45-49	2106-3	2186-2	22	F	Cerebrovascular diseases (I60-I69)	GR113-070	11	89059
45-49	2106-3	2186-2	25	F	Cerebrovascular diseases (I60-I69)	GR113-070	14	183176
45-49	2106-3	2186-2	26	F	Cerebrovascular diseases (I60-I69)	GR113-070	17	254090
45-49	2106-3	2186-2	29	F	Cerebrovascular diseases (I60-I69)	GR113-070	12	153998
45-49	2106-3	2186-2	36	F	Cerebrovascular diseases (I60-I69)	GR113-070	23	379120
45-49	2106-3	2186-2	37	F	Cerebrovascular diseases (I60-I69)	GR113-070	16	226179
45-49	2106-3	2186-2	39	F	Cerebrovascular diseases (I60-I69)	GR113-070	24	311025
45-49	2106-3	2186-2	42	F	Cerebrovascular diseases (I60-I69)	GR113-070	29	336494
45-49	2106-3	2186-2	47	F	Cerebrovascular diseases (I60-I69)	GR113-070	18	168309
45-49	2106-3	2186-2	48	F	Cerebrovascular diseases (I60-I69)	GR113-070	34	389469
45-49	2106-3	2186-2	51	F	Cerebrovascular diseases (I60-I69)	GR113-070	11	182427
50-54	A-PI	2186-2	6	F	Cerebrovascular diseases (I60-I69)	GR113-070	22	222097
50-54	2054-5	2186-2	1	F	Cerebrovascular diseases (I60-I69)	GR113-070	11	47004
50-54	2054-5	2186-2	6	F	Cerebrovascular diseases (I60-I69)	GR113-070	23	88891
50-54	2054-5	2186-2	12	F	Cerebrovascular diseases (I60-I69)	GR113-070	36	109959
50-54	2054-5	2186-2	13	F	Cerebrovascular diseases (I60-I69)	GR113-070	32	118243
50-54	2054-5	2186-2	17	F	Cerebrovascular diseases (I60-I69)	GR113-070	15	66647
50-54	2054-5	2186-2	22	F	Cerebrovascular diseases (I60-I69)	GR113-070	15	51676
50-54	2054-5	2186-2	26	F	Cerebrovascular diseases (I60-I69)	GR113-070	12	47837
50-54	2054-5	2186-2	28	F	Cerebrovascular diseases (I60-I69)	GR113-070	17	38700
50-54	2054-5	2186-2	34	F	Cerebrovascular diseases (I60-I69)	GR113-070	14	47842
50-54	2054-5	2186-2	36	F	Cerebrovascular diseases (I60-I69)	GR113-070	18	119238
